Event Type,State,City,Location,Property Type,Authorship 1,Authorship 2,Fatal Victims,Injured,Source,Lat,Lon,Address
Acciones Bélicas-Ataque a Instituciones,Caquetá,Milán,Cabecera Municipal,Entidades Públicas/Lugares de Culto/Vivienda,Guerrilla,Guerrilla-FARC,,,Banco de Datos de Derechos Humanos y Violencia Política,1.290718,-75.507539,"Milán, Milán, Caquetá, Colombia"
Acciones Bélicas,Caquetá,Milán,Cabecera Municipal,Lugares de Culto/ Infraestructura Educativa,Guerrilla,Guerrilla-FARC,,, Noche y Niebla # 25 Pp. 52,1.290718,-75.507539,"Milán, Milán, Caquetá, Colombia"
Asesinato Selectivo,Caquetá,Milán,Cabecera Municipal,Vivienda,Guerrilla,Guerrilla-FARC,,,Noche y Niebla # 24 Pp. 53,1.290718,-75.507539,"Milán, Milán, Caquetá, Colombia"
Acciones Bélicas-Ataque a Instituciones-Asesinato Selectivo,Caquetá,Milán,Cabecera Municipal,Lugares de Culto/Institución Educativa,Guerrilla,Guerrilla-FARC,,,Banco de Datos de Derechos Humanos y Violencia Política,1.290718,-75.507539,"Milán, Milán, Caquetá, Colombia"
Sabotaje,Caquetá,Milán,Vereda La Niña,Infraestructura Eléctrica,Guerrilla,Guerrilla-FARC,,, Noche y Niebla # 28 Pp. 174,1.290718,-75.507539,"Milán, Milán, Caquetá, Colombia"
Sabotaje,Boyacá,Miraflores,,Infraestructura Energética (Oleoducto),Grupo Armado No Identificado,Grupo Armado No Identificado,,,"Justicia y Paz. Boletín informativo Enero-Marzo 1989. Volumen 2, N°.1. Pp. 38",5.196395,-73.143061,"Miraflores, Miraflores, Boyaca, Colombia"
Sabotaje,Boyacá,Miraflores,,Material Electoral,Guerrilla,Guerrilla-CGSB,,,Justicia y Paz Vol 5 #1,5.196395,-73.143061,"Miraflores, Miraflores, Boyaca, Colombia"
Sabotaje,Boyacá,Miraflores,,Material Electoral,Guerrilla,Guerrilla-CGSB,,,Justicia y Paz Vol 5 #1,5.196395,-73.143061,"Miraflores, Miraflores, Boyaca, Colombia"
Sabotaje,Boyacá,Miraflores,,Infraestructura Energética (Oleoductos),Guerrilla,Guerrilla-CGSB,,,Justicia y Paz Vol 5 #4,5.196395,-73.143061,"Miraflores, Miraflores, Boyaca, Colombia"
Acciones Bélicas,Guaviare,Miraflores,Cabecera Municipal,Lugares de Culto/ Infraestructura de Salud/Vivienda,Guerrilla,Guerrilla-FARC,,,Boletin Informativo Justicia y Paz Vol. 8 No 3. Pp. 80,1.44582,-72.06858,"Guaviare, Miraflores, Guaviare, Colombia"
Ataque a Propiedad,Guaviare,Miraflores,Vereda Buenos Aires,Mercancías u objetos materiales,Fuerza Pública,Ejército Nacional,,,Noche y Niebla # 1. Pp. 63,1.44582,-72.06858,"Guaviare, Miraflores, Guaviare, Colombia"
Atentado,Guaviare,Miraflores,,Medio de Transporte,Guerrilla,Guerrilla No Identificada,,2,Noche y Niebla # 7 y 8. Pp. 20,1.44582,-72.06858,"Guaviare, Miraflores, Guaviare, Colombia"
Masacre,Cauca,Miranda,IPM Monterredondo,Medios de Transporte,Grupos Paramilitares,Grupos Paramilitares,,,Boletín Justicia y Paz Vol. 4 No 2 Pp. 58-59 Enterrar y Callar Vol. 2 Pp. 116,3.251528,-76.229027,"Miranda, Miranda, Cauca, Colombia"
Ataque a Instituciones,Cauca,Miranda,Cabecera Municipal,Entidades Públicas,Guerrilla,Guerrilla-FARC,,,Justicia y Paz Vol 5 #3,3.251528,-76.229027,"Miranda, Miranda, Cauca, Colombia"
Quema de Vehículos,Cauca,Miranda,Caserio Guatemala,Medios de Transporte,Guerrilla,Guerrilla M-19,,,"Boletin Informativo Justicia y Paz, Volumen 8 #2. Pp. 90",3.251528,-76.229027,"Miranda, Miranda, Cauca, Colombia"
Acciones Bélicas-Ataque a Instituciones,Cauca,Miranda,Cabecera Municipal,Entidades Públicas/Vivienda,Guerrilla,Guerrilla-FARC y Jaime Bateman Cayón,,,,3.251528,-76.229027,"Miranda, Miranda, Cauca, Colombia"
Ataque a Instituciones,Cauca,Miranda,Cabecera Municipal,Entidades Públicas,Guerrilla,Guerrilla-FARC y Movimiento Jaime Bateman Cayón,,,Noche y Niebla # 3. Pp. 122,3.251528,-76.229027,"Miranda, Miranda, Cauca, Colombia"
Quema de Vehículos,Cauca,Miranda,Vía a Florida,Medios de Transporte,Guerrilla,Guerrilla-FARC,,,Noche y Niebla # 6. Pp. 98,3.251528,-76.229027,"Miranda, Miranda, Cauca, Colombia"
Acciones Bélicas,Cauca,Miranda,Cabecera Municipal,Vivienda,Guerrilla,Guerrilla-FARC y Jaime Bateman Cayón,,,,3.251528,-76.229027,"Miranda, Miranda, Cauca, Colombia"
Ataque a Instituciones,Cauca,Miranda,Cabecera Municipal,Entidades Públicas ,Guerrilla,Guerrilla-FARC,,, Noche y Niebla # 25 Pp. 12,3.251528,-76.229027,"Miranda, Miranda, Cauca, Colombia"
Quema de Vehículos,Cauca,Miranda,Zona Rural,Medios de Transporte,Guerrilla,Guerrilla-FARC,,, Noche y Niebla # 38 Pp. 95,3.251528,-76.229027,"Miranda, Miranda, Cauca, Colombia"
Acciones Bélicas,Cauca,Miranda,Vereda Calandaima,Vivienda,Guerrilla-Fuerza Pública,Ejército Nacional-FARC,,,,3.251528,-76.229027,"Miranda, Miranda, Cauca, Colombia"
Acciones Bélicas,Cauca,Miranda,Zona Rural,Vivienda Rural,Guerrilla-Fuerza Pública,Ejército Nacional-FARC,,,,3.251528,-76.229027,"Miranda, Miranda, Cauca, Colombia"
Ataque a Instituciones,Risaralda,Mistrato,,Entidades Públicas,Guerrilla,Guerrilla-ELN,,,"Boletin Informativo Justicia y Paz, Volumen 9 #1. Pp. 52",5.2990769,-75.882128,"Mistrato, Mistrato, Risaralda, Colombia"
Acciones Bélicas-Ataque a Instituciones,Risaralda,Mistrato,Corregimiento San Antonio de Chamí,Entidades Públicas,Guerrilla,Guerrilla-FARC,,,Noche y Niebla # 9 Pp. 52,5.2990769,-75.882128,"Mistrato, Mistrato, Risaralda, Colombia"
Quema de Vehículos,Risaralda,Mistrato,Vereda Génova,Medios de Transporte,Guerrilla,Guerrilla No Identificada,,,Revista Noche y Niebla # 17 Agosto Pp. 119,5.2990769,-75.882128,"Mistrato, Mistrato, Risaralda, Colombia"
Acciones Bélicas,Vaupes ,Mitu,Cabecera Municipal,Vivienda,Guerrilla,Guerrilla-FARC,,,,1.2521739,-70.233618,"Mitú, Mitú, Vaupés, Colombia"
Acciones Bélicas-Ataque a Instituciones,Vaupés,Mitú,Cabecera Municipal,Entidades Públicas/Vivienda,Guerrilla,Guerrilla-FARC,,,Noche y Niebla # 10  Pp. 55,1.2521739,-70.233618,"Mitú, Mitú, Vaupés, Colombia"
Atentado,Vaupés,Mitú,,Vivienda Urbana,Guerrilla,Guerrilla-FARC,,,Noche y Niebla #14. Pp. 131,1.2521739,-70.233618,"Mitú, Mitú, Vaupés, Colombia"
Atentado,Vaupés,Mitú,,Medios de Transporte,Guerrilla,Guerrilla-FARC,,,Noche y Niebla #14. Pp. 144,1.2521739,-70.233618,"Mitú, Mitú, Vaupés, Colombia"
Bombardeo,Vaupés,Mitú,Cabecera Municipal,Viviendas Urbanas - Infraestructura Empresarial,Guerrilla,Guerrilla-FARC, ,,Revista Noche y Niebla # 15 Febrero Pp. 42,1.2521739,-70.233618,"Mitú, Mitú, Vaupés, Colombia"
Sabotaje,Putumayo,Mocoa,Zona Rural,Medios de Transporte,Guerrilla,Guerrilla-ELN,,,"Justicia y Paz. Boletín informativo Octubre-Diciembre 1989. Volumen 2, N°.4. Pp. 82",1.15234,-76.651055,"Mocoa, Mocoa, Putumayo, Colombia"
Ataque a Propiedad,Putumayo,Mocoa,,Infraestructura Empresarial,Guerrilla,Guerrilla-FARC,,,"Boletín Informativo Justicia y Paz. Volumen 4, #1. PP. 35",1.15234,-76.651055,"Mocoa, Mocoa, Putumayo, Colombia"
Ataque a Propiedad,Putumayo,Mocoa,,Mercancías u objetos materiales,Guerrilla,Guerrilla-FARC,,,"Boletín Informativo Justicia y Paz. Volumen 4, #1. PP. 35",1.15234,-76.651055,"Mocoa, Mocoa, Putumayo, Colombia"
Quema de Vehículos,Putumayo,Mocoa,,Medios de Transporte,Grupo Armado No Identificado,Grupo Armado No Identificado,,,"Boletín Informativo Justicia y Paz. Volumen 4, #1. PP. 35",1.15234,-76.651055,"Mocoa, Mocoa, Putumayo, Colombia"
Ataque a Instituciones,Putumayo,Mocoa,,Entidades públicas,Guerrilla,Guerrilla-FARC, , ,"Boletín Informativo Justicia y Paz. Volumen 4, #1. PP. 120",1.15234,-76.651055,"Mocoa, Mocoa, Putumayo, Colombia"
Ataque a Instituciones,Putumayo,Mocoa,Vereda Michuagan,Entidades públicas,Guerrilla,Guerrilla-FARC,,,"Boletín Informativo Justicia y Paz. Volumen 4, #1. PP. 120",1.15234,-76.651055,"Mocoa, Mocoa, Putumayo, Colombia"
Asesinato Selectivo-Sabotaje,Putumayo,Mocoa,Zona Rural-IP El Pepino,Infraestructua Vial,Guerrilla,Guerrilla No Identificada,,,"Boletín Informativo Justicia y Paz Vol.7 No. 1, pag. 88",1.15234,-76.651055,"Mocoa, Mocoa, Putumayo, Colombia"
Sabotaje,Putumayo,Mocoa,Zona rural,Infraestructura Empresarial,Guerrilla,Guerrilla-FARC,,,"Boletin Informativo Justicia y Paz, Volumen 8 #1. Pp. 51",1.15234,-76.651055,"Mocoa, Mocoa, Putumayo, Colombia"
Quema de Vehículos,Putumayo,Mocoa,Vía a El Pitalito (Huila) - Sitio Filo de la Horqueta,Medios de Transporte,Guerrilla,Guerrilla-FARC,,,Noche y Niebla #13. Pp. 124,1.15234,-76.651055,"Mocoa, Mocoa, Putumayo, Colombia"
Sabotaje,Putumayo,Mocoa,Sitio Naranjito,Medios de Transporte,Guerrilla,Guerrilla-FARC,,, Noche y Niebla # 23 Pp. 98,1.15234,-76.651055,"Mocoa, Mocoa, Putumayo, Colombia"
Sabotaje,Putumayo,Mocoa,,Medios de Transporte,Guerrilla,Guerrilla No Identificada,,, Noche y Niebla # 23 Pp. 103,1.15234,-76.651055,"Mocoa, Mocoa, Putumayo, Colombia"
Quema de Vehículos,Putumayo,Mocoa,Vía hacia Pasto,Medios de Transporte,Guerrilla,Guerrilla-FARC,,,Noche y Niebla # 32 Pp. 73,1.15234,-76.651055,"Mocoa, Mocoa, Putumayo, Colombia"
Quema de Vehículos,Putumayo,Mocoa,Vía Mocoal - Puerto Caicedo,Medios de Transporte,Guerrilla,Guerrilla-FARC,,, Noche y Niebla # 33 Pp. 31,1.15234,-76.651055,"Mocoa, Mocoa, Putumayo, Colombia"
Quema de Vehículos,Putumayo,Mocoa,Vía Mocoa - Pitalito,Medios de Transporte,Guerrilla,Guerrilla-FARC,,, Noche y Niebla # 41 Pp. 61,1.15234,-76.651055,"Mocoa, Mocoa, Putumayo, Colombia"
Sabotaje,Cauca,Mondomo ,,Material Electoral,Grupo Armado No Identificado,Grupo Armado No Identificado,,,Justicia y Paz Vol 7 #2,2.892025,-76.550012,"Mondomo, Santander de Quilichao, Cauca, Colombia"
Acciones Bélicas-Ataque a Instituciones-Ataque a Propiedad,Boyacá,Mongua,Cabecera Municipal,Entidades Públicas/Vivienda/Entidad Bancaria,Guerrilla,Guerrilla No Identificada,,,,5.7541536,-72.7998479,"Mongua, Mongüa, Boyaca, Colombia"
Acciones Bélicas-Ataque a Instituciones,Boyacá,Mongua,Cabecera Municipal,Entidades Públicas/Lugares de Culto,Guerrilla,Guerrilla No Identificada,,,,5.7541536,-72.7998479,"Mongua, Mongüa, Boyaca, Colombia"
Sabotaje,Boyacá,Mongua,,Material Electoral,Guerrilla,Guerrilla No Identificada,,,Noche y Niebla # 7 y 8. Pp. 65,5.7541536,-72.7998479,"Mongua, Mongüa, Boyaca, Colombia"
Sabotaje,Boyacá,Moniquirá,Cerro Guaital,Infraestructura de Comunicaciones,Guerrilla,Guerrilla-FARC,,,"Boletín Informativo Justicia y Paz. Volumen 4, #1. PP. 33",5.875987,-73.57359,"Moniquirá, Moniquirá, Boyacá, Colombia"
Ataque a Instituciones,Boyacá,Moniquirá,,,Guerrilla,Guerrilla-CGSB,,,"Boletín Informativo Justicia y Paz. Volumen 4, #3. PP. 38",5.875987,-73.57359,"Moniquirá, Moniquirá, Boyacá, Colombia"
Quema de Vehículos,Boyacá,Moniquirá,Sitio Alto de la Cumbre,Medios de Transporte,Grupos Paramilitares,Grupos Paramilitares,,,Noche y Niebla # 32 Pp. 76,5.875987,-73.57359,"Moniquirá, Moniquirá, Boyacá, Colombia"
Sabotaje,Antioquia,Montebello,Vereda El Gavilán,Infraestructura Eléctrica,Guerrilla,Guerrilla-FARC,,, Noche y Niebla # 19 Pp. 40,5.946487,-75.52395,"Montebello, Montebello, Antioquia, Colombia"
Acciones Bélicas-Ataque a Instituciones,Bolívar,Montecristo,Cabecera Municipal,Entidades Públicas/Vivienda,Guerrilla,Guerrilla-FARC,,,,8.29948,-74.47563,"Montecristo, Montecristo, Bolívar, Colombia"
Acciones Bélicas,Bolívar,Montecristo,,,Guerrilla-Fuerza Pública,Policía Nacional- ERP,,,"Noche y Niebla # 28, Pp. 258",8.29948,-74.47563,"Montecristo, Montecristo, Bolívar, Colombia"
Acciones Bélicas,Bolívar,Montecristo,Cabecera Municipal,Vivienda/Lugares Deportivos,Guerrilla,Guerrilla-ERP,,,Banco de Datos de Derechos Humanos y Violencia Política,8.29948,-74.47563,"Montecristo, Montecristo, Bolívar, Colombia"
Ataque a Propiedad,Córdoba,Montelíbano,Corregimiento La Apartada,Propiedad Rural,Guerrilla,Guerrilla-CGSB,,,"Boletín Informativo Justicia y Paz. Volumen 4, #2. PP. 43",7.976803,-75.417209,"Montelibano, Montelíbano, Córdoba, Colombia"
Asesinato Selectivo-Ataque a Propiedad,Córdoba,Montelíbano,Caserío San Francisco,Establecimiento comercial,Guerrilla,Guerrilla-FARC,,, Boletín Justicia y Paz Vol. 4 No 2 Pp. 24,7.976803,-75.417209,"Montelibano, Montelíbano, Córdoba, Colombia"
Ataque a Propiedad,Córdoba,Montelíbano,Corregimiento Tierradentro,Infraestrucutra Empresarial - Propiedad Rural - Mercancia u objetos materiales,Guerrilla,Guerrilla-FARC,,, Noche y Niebla # 22 Pp. 50,7.976803,-75.417209,"Montelibano, Montelíbano, Córdoba, Colombia"
Masacre,Córdoba,Montelíbano y Puerto LiberTadór,Corregimientos Tierradentro (Montelíbano) y Juan José-Caserío Puerto López (Puerto LiberTadór) ,Medios de Transporte,Guerrilla,Guerrilla-FARC,,,Noche y Niebla # 12 Pp. 115,7.9514783,-75.4530549,"Montelibano - Puerto Libertador, Córdoba, Colombia"
Ataque a Propiedad,Córdoba,Montería,,Propiedad Rural,Guerrilla,Guerrilla-EPL, ,,"Justicia y Paz. Boletín informativo Julio-Septiembre 1988. Volumen 1, N°.3. Pp. 58",8.750983,-75.8785348,"Montería, Montería, Cordoba, Colombia"
Masacre,Córdoba,Montería,Corregimiento Buenos Aires,Vivienda Urbana,Grupo Armado No Identificado,Grupo Armado No Identificado,,,Boletín Justicia y Paz Vol. 2 No 1 Pp. 41,8.750983,-75.8785348,"Montería, Montería, Cordoba, Colombia"
Ataque a Organizaciones,Córdoba,Montería,Cabecera Municipal,,Guerrilla,Guerrilla-FARC,,,Noche y Niebla # 2. Pp. 92,8.750983,-75.8785348,"Montería, Montería, Cordoba, Colombia"
Ataque a Organizaciones,Córdoba,Montería,Cabecera Municipal,,Guerrilla,Guerrilla No Identificada,,,Noche y Niebla # 3. Pp. 121,8.750983,-75.8785348,"Montería, Montería, Cordoba, Colombia"
Ataque a Instituciones,Córdoba,Montería,Cabecera Municipal,Entidades Públicas,Guerrilla,Guerrilla No Identificada,,,Noche y Niebla # 5. Pp. 100,8.750983,-75.8785348,"Montería, Montería, Cordoba, Colombia"
Sabotaje,Casanare,Monterrey,Inspección El Poervenir,Infraestructura Energética (Oleoducto),Grupo Armado No Identificado,Grupo Armado No Identificado,,,"Justicia y Paz. Boletín informativo Julio-Septiembre 1989. Volumen 2, N°.3. Pp. 69",4.875246,-72.893364,"Monterrey, Monterrey, Casanare, Colombia"
Sabotaje,Casanare,Monterrey,,Infraestructura Energética (Oleoductos),Guerrilla,Guerrilla-FARC,,,Justicia y Paz Vol 5 #4,4.875246,-72.893364,"Monterrey, Monterrey, Casanare, Colombia"
Acciones Bélicas-Ataque a Instituciones,Bolívar,Morales,Cabecera Municipal,Entidades Públicas,Guerrilla,Guerrilla-CGSB, , ,"Boletín Informativo Justicia y Paz. Volumen 4, #2. PP. 81",8.27533,-73.868176,"Morales, Morales, Bolívar, Colombia"
Ataque a Propiedad,Bolívar,Morales, ,Medios de Transporte,Guerrilla,Guerrilla-ELN,,,"Boletin Informativo Justicia y Paz, Volumen 8 #1. Pp. 56",8.27533,-73.868176,"Morales, Morales, Bolívar, Colombia"
Acciones Bélicas,Bolívar,Morales,Cabecera Municipal,Medios de Transporte/Vivienda,Guerrilla,Guerrilla No Identificada,,,,8.27533,-73.868176,"Morales, Morales, Bolívar, Colombia"
Acciones Bélicas-Ataque a Instituciones,Cauca,Morales,Cabecera Municipal,Entidades Públicas,Guerrilla,Guerrilla-FARC,,,,2.753912,-76.628114,"Morales, Morales, Cauca Department, Colombia"
Sabotaje,Caquetá,Morelia,Sitio La Ladrillera,Medios de Transporte,Guerrilla,Guerrilla-FARC,,, Noche y Niebla # 20 Pp. 196,1.485694,-75.723179,"Morelia, Morelia, Caquetá, Colombia"
Acciones Bélicas-Ataque a Propiedad,Caquetá,Morelia,Cabecera Municipal,Viviendas/Establecimiento Comercial,Guerrilla,Guerrilla-FARC,,,,1.485694,-75.723179,"Morelia, Morelia, Caquetá, Colombia"
Quema de Vehículos,Caquetá,Morelia,Vía Morelia - Belén de los Andaquies. Sitio Aguas Calientes,Medios de Transporte,Guerrilla,Guerrilla-FARC,,, Noche y Niebla # 24 Pp. 77,1.485694,-75.723179,"Morelia, Morelia, Caquetá, Colombia"
Sabotaje-Quema de Vehículos,Caquetá,Morelia,Vía Morelia - Belén de los Andaquies,Infraestructura Víal-Medios de Transporte,Guerrilla,Guerrilla-FARC,,, Noche y Niebla # 24 Pp. 66,1.485694,-75.723179,"Morelia, Morelia, Caquetá, Colombia"
Sabotaje,Sucre,Morroa,Caserío Pichillín,Material Electoral,Guerrilla,Guerrilla No Identificada,,,Noche y Niebla # 7 y 8. Pp. 60,9.332193,-75.307733,"Morroa, Morroa, Sucre, Colombia"
Sabotaje,Sucre,Morroa,Corregimiento Sabaneta,Material Electoral,Guerrilla,Guerrilla No Identificada,,,Noche y Niebla # 7 y 8. Pp. 60,9.332193,-75.307733,"Morroa, Morroa, Sucre, Colombia"
Ataque a Instituciones,Sucre,Morroa,Cabecera Municipal,Vivienda Urbana - Entidades Públicas,Guerrilla,Guerrilla No Identificada,,,Revista Noche y Niebla # 15 Marzo Pp. 171,9.332193,-75.307733,"Morroa, Morroa, Sucre, Colombia"
Ataque a Propiedad,Sucre,Morroa,Corregimiento Tumbatoro,Propiedad Rural,Guerrilla,Guerrilla-FARC,,, Noche y Niebla # 27 Pp. 238,9.332193,-75.307733,"Morroa, Morroa, Sucre, Colombia"
Ataque a Propiedad,Sucre,Morroa,Corregimiento Las Flores,Propiedad Rural,Guerrilla,Guerrilla-FARC,,,Noche y Niebla # 30 Pp. 193,9.332193,-75.307733,"Morroa, Morroa, Sucre, Colombia"
Ataque a Propiedad,Sucre,Morroa,Zona Rural,Propiedad Rural,Guerrilla,Guerrilla No Identificada,,,Noche y Niebla # 31 Pp. 143,9.332193,-75.307733,"Morroa, Morroa, Sucre, Colombia"
Quema de Vehículos,Tolima,Murillo,Vía a Líbano,Medios de Transporte,Guerrilla,Guerrilla-ELN,,,Noche y Niebla # 7 y 8. Pp. 58,4.874181,-75.170429,"Murillo, Murillo, Tolima, Colombia"
Acciones Bélicas-Ataque a Instituciones,Tolima,Murillo,Cabecera Municipal,Entidades Públicas/Vivienda,Guerrilla,Guerrilla-FARC,,,,4.874181,-75.170429,"Murillo, Murillo, Tolima, Colombia"
Masacre,Antioquia,Murindo,,Vivienda-Infraestructura Educativa y Médica,Grupos Paramilitares,Grupos Paramilitares,,,Noche y Niebla # 7 y 8 Pp. 129 En Deuda con la Humanidad. Paramilitarismo de EsTadó en Colombia 1988-2003 Pp. 241,6.976297,-76.81975,"Murindó, Murindó, Antioquia, Colombia"
Asesinato Selectivo,Antioquia,Murindó,Vereda Santa Fe de Murindó,Vivienda y Objetos o Mercancias,Grupos Paramilitares,Grupos Paramilitares, ,,"Revista Noche y Niebla # 21  Julio - Septiembre  2001, Página 202",6.976297,-76.81975,"Murindó, Murindó, Antioquia, Colombia"
Sabotaje,Antioquia,Mutatá,Sitio Caucheras,Infraestructura Eléctrica ,Guerrilla,Guerrilla No Identificada,,,"Boletín Informativo Justicia y Paz. Volumen 4, #1. PP. 42",7.244106,-76.436567,"Mutatá, Mutatá, Antioquia, Colombia"
Sabotaje,Antioquia,Mutatá,ID Bejuquillo,Infraestructura Eléctrica ,Guerrilla,Guerrilla-CGSB,,,"Boletín Informativo Justicia y Paz. Volumen 4, #1. PP. 71",7.244106,-76.436567,"Mutatá, Mutatá, Antioquia, Colombia"
Sabotaje,Antioquia,Mutatá,,Infraestructura Eléctrica ,Guerrilla,Guerrilla-FARC,,,"Boletín Informativo Justicia y Paz. Volumen 4, #1. PP. 118",7.244106,-76.436567,"Mutatá, Mutatá, Antioquia, Colombia"
Ataque a Instituciones,Antioquia,Mutatá,Sitio Taparales,Medios de Transporte,Guerrilla,Guerrilla-FARC,,,"Boletín Informativo Justicia y Paz. Volumen 4, #1. PP. 126",7.244106,-76.436567,"Mutatá, Mutatá, Antioquia, Colombia"
Quema de Vehículos,Antioquia,Mutatá,Vereda El Porroso,Medios de Transporte,Guerrilla,Guerrilla-FARC y ELN,,,Noche y Niebla # 1. Pp. 63,7.244106,-76.436567,"Mutatá, Mutatá, Antioquia, Colombia"
Sabotaje,Antioquia,Mutatá,,Medios de Transporte,Guerrilla,Guerrilla-FARC,,,Noche y Niebla # 3. Pp. 122,7.244106,-76.436567,"Mutatá, Mutatá, Antioquia, Colombia"
Asesinato Selectivo-Sabotaje,Antioquia,Mutatá,Vía a Corregimiento Belén de Bajirá,Infraestructua Vial,Guerrilla,Guerrilla-FARC y ELN, ,,Noche y Niebla # 4 Pp. 123,7.244106,-76.436567,"Mutatá, Mutatá, Antioquia, Colombia"
Quema de Vehículos,Antioquia,Mutatá,Sitio El Porroso,Medios de Transporte,Guerrilla,Guerrilla-FARC,,,Noche y Niebla # 5. Pp. 100,7.244106,-76.436567,"Mutatá, Mutatá, Antioquia, Colombia"
Sabotaje,Antioquia,Mutatá,Caserío Villa Arteaga,Infraestructura Víal,Guerrilla,Guerrilla-FARC,,,Noche y Niebla # 5. Pp. 100. 101 - 102,7.244106,-76.436567,"Mutatá, Mutatá, Antioquia, Colombia"
Quema de Vehículos,Antioquia,Mutatá,IP Bajirá,Medios de Transporte,Guerrilla,Guerrilla-ELN,,,Noche y Niebla # 5. Pp. 132,7.244106,-76.436567,"Mutatá, Mutatá, Antioquia, Colombia"
Quema de Vehículos,Antioquia,Mutatá,Sitio El Porroso,Medios de Transporte,Guerrilla,Guerrilla-FARC,,,Noche y Niebla # 5. Pp. 132,7.244106,-76.436567,"Mutatá, Mutatá, Antioquia, Colombia"
Quema de Vehículos,Antioquia,Mutatá,Vía a Chigorodó,Medios de Transporte,Guerrilla,Guerrilla-FARC,,,Noche y Niebla # 5. Pp. 132,7.244106,-76.436567,"Mutatá, Mutatá, Antioquia, Colombia"
Bombardeo,Antioquia,Mutatá,Sitio El Porroso ,Vivienda Urbana,Fuerza Pública,Ejército Nacional,,,Noche y Niebla # 7 y 8. Pp. 130,7.244106,-76.436567,"Mutatá, Mutatá, Antioquia, Colombia"
Ataque a Propiedad,Antioquia,Mutatá,Sitio Juradó ,Infraestructura Empresarial,Guerrilla,Guerrilla-FARC,,,Noche y Niebla #11. Pp. 49,7.244106,-76.436567,"Mutatá, Mutatá, Antioquia, Colombia"
Masacre,Antioquia,Mutatá,Corregimiento Belén de Bajirá,Vivienda,Guerrilla,Guerrilla-FARC,,,Noche y Niebla # 14 Defensoría del Pueblo. Masacres ocurridas en Colombia 1999 Luz para la Vida Pp. 49,7.244106,-76.436567,"Mutatá, Mutatá, Antioquia, Colombia"
